Date,Price
2010-06-21,1968.25
2010-06-22,1900.75
2010-06-23,1921.5
2010-06-24,1908.25
2010-06-25,1945.5
2010-06-28,1995.0
2010-06-29,1962.25
2010-06-30,1923.75
2010-07-01,1927.75
2010-07-02,1932.5
2010-07-05,1911.0
2010-07-06,1945.5
2010-07-07,1954.25
2010-07-08,1976.5
2010-07-09,1970.25
2010-07-12,1966.5
2010-07-13,1947.5
2010-07-14,2003.25
2010-07-15,1990.75
2010-07-16,2008.25
2010-07-19,1946.75
2010-07-20,1930.25
2010-07-21,1975.0
2010-07-22,2006.25
2010-07-23,2008.25
2010-07-26,2020.5
2010-07-27,2042.5
2010-07-28,2058.75
2010-07-29,2082.5
2010-07-30,2126.5
2010-08-02,2184.0
2010-08-03,2199.5
2010-08-04,2200.75
2010-08-05,2200.75
2010-08-06,2216.5
2010-08-09,2200.75
2010-08-10,2144.5
2010-08-11,2150.5
2010-08-12,2131.25
2010-08-13,2142.5
2010-08-16,2120.5
2010-08-17,2134.5
2010-08-18,2145.5
2010-08-19,2093.5
2010-08-20,2093.5
2010-08-23,2058.0
2010-08-24,2038.25
2010-08-25,2015.5
2010-08-26,1998.25
2010-08-27,1996.25
2010-08-30,2044.5
2010-08-31,2044.5
2010-09-01,2058.75
2010-09-02,2104.5
2010-09-03,2128.25
2010-09-06,2128.25
2010-09-07,2109.75
2010-09-08,2120.25
2010-09-09,2082.25
2010-09-10,2083.25
2010-09-13,2107.5
2010-09-14,2101.0
2010-09-15,2117.25
2010-09-16,2131.5
2010-09-17,2155.5
2010-09-20,2173.5
2010-09-21,2166.5
2010-09-22,2166.5
2010-09-23,2233.25
2010-09-24,2271.5
2010-09-27,2281.25
2010-09-28,2224.5
2010-09-29,2293.25
2010-09-30,2313.5
2010-10-01,2344.5
2010-10-04,2331.5
2010-10-05,2334.5
2010-10-06,2334.5
2010-10-07,2342.75
2010-10-08,2320.5
2010-10-11,2390.5
2010-10-12,2385.25
2010-10-13,2389.0
2010-10-14,2401.75
2010-10-15,2367.5
2010-10-18,2348.25
2010-10-19,2356.25
2010-10-20,2324.0
2010-10-21,2347.5
2010-10-22,2326.25
2010-10-25,2361.5
2010-10-26,2331.5
2010-10-27,2321.5
2010-10-28,2307.5
2010-10-29,2301.0
2010-11-01,2368.75
2010-11-02,2385.5
2010-11-03,2401.25
2010-11-04,2440.75
2010-11-05,2437.5
2010-11-08,2413.5
2010-11-09,2425.5
2010-11-10,2430.25
2010-11-11,2445.5
2010-11-12,2433.75
2010-11-15,2349.75
2010-11-16,2329.25
2010-11-17,2224.5
2010-11-18,2262.5
2010-11-19,2259.5
2010-11-22,2265.25
2010-11-23,2220.75
2010-11-24,2241.5
2010-11-25,2241.5
2010-11-26,2238.25
2010-11-29,2256.5
2010-11-30,2244.75
2010-12-01,2289.75
2010-12-02,2325.75
2010-12-03,2323.0
2010-12-06,2278.25
2010-12-07,2325.25
2010-12-08,2295.75
2010-12-09,2347.5
2010-12-10,2315.5
2010-12-13,2297.5
2010-12-14,2331.5
2010-12-15,2331.5
2010-12-16,2295.5
2010-12-17,2306.25
2010-12-20,2327.25
2010-12-21,2377.75
2010-12-22,2443.75
2010-12-23,2420.5
2010-12-24,2401.5
2010-12-27,2436.25
2010-12-28,2436.25
2010-12-29,2436.25
2010-12-30,2449.75
2010-12-31,2458.5
2011-01-03,2471.5
2011-01-04,2471.5
2011-01-05,2445.0
2011-01-06,2469.75
2011-01-07,2492.0
2011-01-10,2465.5
2011-01-11,2488.5
2011-01-12,2484.25
2011-01-13,2479.25
2011-01-14,2452.5
2011-01-17,2438.5
2011-01-18,2444.25
2011-01-19,2444.25
2011-01-20,2373.25
2011-01-21,2389.5
2011-01-24,2394.75
2011-01-25,2359.5
2011-01-26,2362.75
2011-01-27,2390.5
2011-01-28,2454.5
2011-01-31,2454.5
2011-02-01,2530.5
2011-02-02,2522.25
2011-02-03,2515.5
2011-02-04,2523.25
2011-02-07,2539.0
2011-02-08,2519.5
2011-02-09,2537.5
2011-02-10,2503.25
2011-02-11,2490.25
2011-02-14,2484.5
2011-02-15,2482.25
2011-02-16,2476.25
2011-02-17,2473.75
2011-02-18,2508.5
2011-02-21,2531.5
2011-02-22,2477.0
2011-02-23,2489.25
2011-02-24,2490.75
2011-02-25,2529.0
2011-02-28,2531.25
2011-03-01,2581.5
2011-03-02,2554.75
2011-03-03,2578.5
2011-03-04,2587.5
2011-03-07,2565.75
2011-03-08,2534.75
2011-03-09,2579.25
2011-03-10,2546.25
2011-03-11,2490.5
2011-03-14,2499.5
2011-03-15,2473.5
2011-03-16,2467.5
2011-03-17,2475.25
2011-03-18,2507.5
2011-03-21,2536.25
2011-03-22,2548.25
2011-03-23,2600.25
2011-03-24,2595.75
2011-03-25,2608.25
2011-03-28,2584.0
2011-03-29,2591.5
2011-03-30,2595.0
2011-03-31,2599.0
2011-04-01,2589.25
2011-04-04,2610.25
2011-04-05,2592.5
2011-04-06,2625.75
2011-04-07,2659.75
2011-04-08,2659.75
2011-04-11,2653.25
2011-04-12,2634.0
2011-04-13,2634.0
2011-04-14,2617.25
2011-04-15,2637.75
2011-04-18,2658.5
2011-04-19,2660.25
2011-04-20,2713.5
2011-04-21,2731.25
2011-04-22,2720.5
2011-04-25,2720.5
2011-04-26,2720.5
2011-04-27,2739.5
2011-04-28,2771.75
2011-04-29,2740.25
2011-05-02,2740.25
2011-05-03,2740.25
2011-05-04,2753.25
2011-05-05,2680.5
2011-05-06,2609.25
2011-05-09,2619.5
2011-05-10,2649.5
2011-05-11,2618.25
2011-05-12,2600.5
2011-05-13,2647.75
2011-05-16,2576.5
2011-05-17,2524.5
2011-05-18,2510.5
2011-05-19,2516.0
2011-05-20,2494.75
2011-05-23,2468.25
2011-05-24,2499.5
2011-05-25,2539.75
2011-05-26,2539.75
2011-05-27,2597.5
2011-05-30,2648.5
2011-05-31,2648.5
2011-06-01,2652.75
2011-06-02,2631.5
2011-06-03,2609.25
2011-06-06,2626.75
2011-06-07,2664.25
2011-06-08,2645.0
2011-06-09,2625.25
2011-06-10,2604.5
2011-06-13,2559.75
2011-06-14,2575.25
2011-06-15,2578.25
2011-06-16,2515.25
2011-06-17,2518.5
2011-06-20,2490.5
2011-06-21,2519.5
2011-06-22,2519.5
2011-06-23,2476.0
2011-06-24,2465.25
2011-06-27,2466.25
2011-06-28,2488.75
2011-06-29,2491.25
2011-06-30,2508.5
2011-07-01,2485.75
2011-07-04,2460.25
2011-07-05,2485.25
2011-07-06,2516.5
2011-07-07,2528.75
2011-07-08,2545.25
2011-07-11,2451.5
2011-07-12,2443.5
2011-07-13,2450.25
2011-07-14,2476.5
2011-07-15,2449.5
2011-07-18,2444.25
2011-07-19,2481.75
2011-07-20,2514.5
2011-07-21,2473.5
2011-07-22,2547.75
2011-07-25,2572.5
2011-07-26,2612.5
2011-07-27,2622.25
2011-07-28,2600.5
2011-07-29,2581.0
2011-08-01,2605.25
2011-08-02,2540.5
2011-08-03,2529.5
2011-08-04,2472.5
2011-08-05,2427.5
2011-08-08,2404.75
2011-08-09,2390.25
2011-08-10,2408.5
2011-08-11,2367.25
2011-08-12,2378.5
2011-08-15,2345.25
2011-08-16,2338.25
2011-08-17,2347.0
2011-08-18,2371.0
2011-08-19,2308.5
2011-08-22,2324.75
2011-08-23,2321.75
2011-08-24,2321.75
2011-08-25,2333.5
2011-08-26,2328.75
2011-08-29,2360.5
2011-08-30,2360.5
2011-08-31,2402.25
2011-09-01,2401.0
2011-09-02,2399.5
2011-09-05,2363.25
2011-09-06,2345.75
2011-09-07,2355.0
2011-09-08,2365.5
2011-09-09,2342.5
2011-09-12,2318.75
2011-09-13,2354.25
2011-09-14,2329.25
2011-09-15,2338.5
2011-09-16,2345.5
2011-09-19,2309.5
2011-09-20,2303.75
2011-09-21,2266.25
2011-09-22,2224.75
2011-09-23,2169.75
2011-09-26,2195.25
2011-09-27,2193.5
2011-09-28,2205.25
2011-09-29,2185.5
2011-09-30,2206.5
2011-10-03,2120.0
2011-10-04,2132.5
2011-10-05,2131.75
2011-10-06,2169.75
2011-10-07,2176.25
2011-10-10,2185.5
2011-10-11,2184.5
2011-10-12,2202.25
2011-10-13,2177.75
2011-10-14,2170.5
2011-10-17,2209.0
2011-10-18,2157.25
2011-10-19,2171.25
2011-10-20,2121.25
2011-10-21,2109.75
2011-10-24,2158.25
2011-10-25,2194.5
2011-10-26,2195.25
2011-10-27,2233.75
2011-10-28,2221.25
2011-10-31,2186.5
2011-11-01,2091.5
2011-11-02,2103.25
2011-11-03,2123.25
2011-11-04,2130.0
2011-11-07,2117.5
2011-11-08,2092.5
2011-11-09,2108.5
2011-11-10,2111.75
2011-11-11,2115.25
2011-11-14,2143.5
2011-11-15,2117.25
2011-11-16,2097.25
2011-11-17,2084.0
2011-11-18,2085.25
2011-11-21,2074.75
2011-11-22,2058.75
2011-11-23,2058.75
2011-11-24,2002.25
2011-11-25,1987.0
2011-11-28,2006.25
2011-11-29,1990.5
2011-11-30,1976.75
2011-12-01,2103.25
2011-12-02,2139.5
2011-12-05,2105.25
2011-12-06,2103.25
2011-12-07,2101.75
2011-12-08,2059.25
2011-12-09,2066.25
2011-12-12,2026.25
2011-12-13,2020.5
2011-12-14,1975.75
2011-12-15,1982.25
2011-12-16,2003.25
2011-12-19,1955.25
2011-12-20,1970.5
2011-12-21,1944.75
2011-12-22,1965.25
2011-12-23,1991.25
2011-12-26,1970.25
2011-12-27,1970.25
2011-12-28,1970.25
2011-12-29,1975.5
2011-12-30,1970.25
2012-01-02,2005.75
2012-01-03,2005.75
2012-01-04,2051.5
2012-01-05,2003.25
2012-01-06,2019.5
2012-01-09,2061.25
2012-01-10,2137.5
2012-01-11,2134.25
2012-01-12,2157.25
2012-01-13,2109.75
2012-01-16,2120.5
2012-01-17,2171.25
2012-01-18,2174.5
2012-01-19,2180.75
2012-01-20,2183.5
2012-01-23,2193.25
2012-01-24,2190.25
2012-01-25,2185.75
2012-01-26,2231.75
2012-01-27,2241.25
2012-01-30,2210.25
2012-01-31,2257.25
2012-02-01,2219.25
2012-02-02,2200.5
2012-02-03,2158.5
2012-02-06,2175.25
2012-02-07,2172.5
2012-02-08,2236.25
2012-02-09,2232.25
2012-02-10,2218.25
2012-02-13,2207.25
2012-02-14,2163.0
2012-02-15,2173.5
2012-02-16,2116.75
2012-02-17,2127.25
2012-02-20,2130.0
2012-02-21,2175.25
2012-02-22,2211.5
2012-02-23,2228.75
2012-02-24,2252.75
2012-02-27,2266.75
2012-02-28,2307.75
2012-02-29,2301.25
2012-03-01,2288.5
2012-03-02,2295.25
2012-03-05,2253.25
2012-03-06,2202.25
2012-03-07,2172.5
2012-03-08,2174.75
2012-03-09,2169.75
2012-03-12,2166.25
2012-03-13,2187.25
2012-03-14,2196.25
2012-03-15,2195.25
2012-03-16,2222.0
2012-03-19,2218.75
2012-03-20,2218.75
2012-03-21,2192.25
2012-03-22,2139.25
2012-03-23,2130.75
2012-03-26,2136.75
2012-03-27,2132.75
2012-03-28,2137.75
2012-03-29,2107.0
2012-03-30,2098.25
2012-04-02,2081.25
2012-04-03,2090.5
2012-04-04,2059.25
2012-04-05,2053.5
2012-04-06,2050.25
2012-04-09,2050.25
2012-04-10,2050.25
2012-04-11,2035.75
2012-04-12,2069.5
2012-04-13,2045.75
2012-04-16,2026.5
2012-04-17,2040.25
2012-04-18,2028.25
2012-04-19,2016.25
2012-04-20,2034.25
2012-04-23,2034.25
2012-04-24,2029.5
2012-04-25,2039.75
2012-04-26,2040.25
2012-04-27,2068.0
2012-04-30,2057.5
2012-05-01,2066.5
2012-05-02,2064.25
2012-05-03,2047.25
2012-05-04,2047.75
2012-05-07,2025.75
2012-05-08,2025.75
2012-05-09,1986.75
2012-05-10,2003.25
2012-05-11,1991.75
2012-05-14,1981.5
2012-05-15,1979.0
2012-05-16,1994.25
2012-05-17,1986.75
2012-05-18,2016.25
2012-05-21,2003.75
2012-05-22,1996.25
2012-05-23,1974.75
2012-05-24,1968.5
2012-05-25,1979.25
2012-05-28,1980.25
2012-05-29,1979.25
2012-05-30,1957.25
2012-05-31,1973.25
2012-06-01,1936.5
2012-06-04,1944.75
2012-06-05,1944.75
2012-06-06,1944.75
2012-06-07,1946.75
2012-06-08,1938.25
2012-06-11,1943.25
2012-06-12,1925.75
2012-06-13,1923.75
2012-06-14,1924.25
2012-06-15,1914.25
2012-06-18,1881.75
2012-06-19,1878.25
2012-06-20,1879.25
2012-06-21,1841.75
2012-06-22,1823.25
2012-06-25,1816.75
2012-06-26,1810.25
2012-06-27,1810.25
2012-06-28,1832.25
2012-06-29,1834.25
2012-07-02,1866.75
2012-07-03,1910.5
2012-07-04,1929.75
2012-07-05,1914.25
2012-07-06,1887.5
2012-07-09,1876.25
2012-07-10,1889.5
2012-07-11,1872.25
2012-07-12,1835.25
2012-07-13,1861.25
2012-07-16,1861.25
2012-07-17,1888.25
2012-07-18,1868.25
2012-07-19,1908.75
2012-07-20,1894.25
2012-07-23,1835.25
2012-07-24,1839.75
2012-07-25,1846.5
2012-07-26,1865.25
2012-07-27,1859.75
2012-07-30,1851.25
2012-07-31,1862.25
2012-08-01,1843.75
2012-08-02,1820.75
2012-08-03,1806.25
2012-08-06,1828.75
2012-08-07,1863.0
2012-08-08,1872.5
2012-08-09,1865.75
2012-08-10,1834.5
2012-08-13,1823.75
2012-08-14,1812.75
2012-08-15,1803.25
2012-08-16,1793.25
2012-08-17,1810.25
2012-08-20,1798.5
2012-08-21,1820.75
2012-08-22,1828.5
2012-08-23,1861.25
2012-08-24,1871.0
2012-08-27,1882.5
2012-08-28,1882.5
2012-08-29,1872.5
2012-08-30,1867.5
2012-08-31,1848.75
2012-09-03,1879.5
2012-09-04,1927.25
2012-09-05,1927.75
2012-09-06,1962.5
2012-09-07,1987.75
2012-09-10,2031.75
2012-09-11,2057.0
2012-09-12,2074.25
2012-09-13,2081.75
2012-09-14,2176.75
2012-09-17,2161.75
2012-09-18,2152.5
2012-09-19,2123.5
2012-09-20,2095.5
2012-09-21,2093.25
2012-09-24,2058.5
2012-09-25,2068.5
2012-09-26,2048.5
2012-09-27,2067.75
2012-09-28,2093.75
2012-10-01,2068.25
2012-10-02,2103.75
2012-10-03,2103.75
2012-10-04,2087.5
2012-10-05,2087.5
2012-10-08,2046.25
2012-10-09,2040.25
2012-10-10,1991.5
2012-10-11,1992.25
2012-10-12,1975.0
2012-10-15,1949.75
2012-10-16,1930.5
2012-10-17,1932.25
2012-10-18,1971.25
2012-10-19,1976.25
2012-10-22,1932.25
2012-10-23,1913.25
2012-10-24,1906.75
2012-10-25,1909.25
2012-10-26,1899.25
2012-10-29,1873.25
2012-10-30,1884.25
2012-10-31,1882.25
2012-11-01,1908.25
2012-11-02,1936.75
2012-11-05,1883.75
2012-11-06,1886.75
2012-11-07,1900.5
2012-11-08,1897.25
2012-11-09,1888.75
2012-11-12,1929.0
2012-11-13,1943.75
2012-11-14,1965.5
2012-11-15,1931.75
2012-11-16,1921.25
2012-11-19,1927.75
2012-11-20,1952.25
2012-11-21,1927.75
2012-11-22,1927.75
2012-11-23,1915.25
2012-11-26,1976.25
2012-11-27,2002.75
2012-11-28,1992.25
2012-11-29,2045.5
2012-11-30,2078.5
2012-12-03,2096.25
2012-12-04,2100.25
2012-12-05,2094.5
2012-12-06,2109.25
2012-12-07,2077.75
2012-12-10,2101.25
2012-12-11,2130.5
2012-12-12,2134.5
2012-12-13,2121.25
2012-12-14,2132.25
2012-12-17,2163.25
2012-12-18,2080.5
2012-12-19,2072.5
2012-12-20,2031.75
2012-12-21,2035.25
2012-12-24,2045.25
2012-12-25,2043.25
2012-12-26,2043.25
2012-12-27,2043.25
2012-12-28,2030.5
2012-12-31,2039.75
2013-01-01,2093.25
2013-01-02,2093.25
2013-01-03,2108.25
2013-01-04,2055.5
2013-01-07,2004.75
2013-01-08,2026.75
2013-01-09,2061.25
2013-01-10,2074.25
2013-01-11,2076.75
2013-01-14,2062.25
2013-01-15,2002.25
2013-01-16,1990.75
2013-01-17,2003.25
2013-01-18,2021.25
2013-01-21,2000.75
2013-01-22,2008.75
2013-01-23,2047.25
2013-01-24,2026.75
2013-01-25,2042.25
2013-01-28,2042.25
2013-01-29,1997.5
2013-01-30,2046.25
2013-01-31,2073.25
2013-02-01,2055.75
2013-02-04,2078.5
2013-02-05,2074.75
2013-02-06,2059.25
2013-02-07,2065.75
2013-02-08,2066.25
2013-02-11,2075.75
2013-02-12,2059.25
2013-02-13,2087.25
2013-02-14,2114.5
2013-02-15,2122.75
2013-02-18,2122.75
2013-02-19,2075.25
2013-02-20,2075.25
2013-02-21,2046.75
2013-02-22,2024.25
2013-02-25,2003.75
2013-02-26,1970.75
2013-02-27,1971.5
2013-02-28,1959.75
2013-03-01,1914.25
2013-03-04,1926.75
2013-03-05,1942.75
2013-03-06,1927.5
2013-03-07,1910.25
2013-03-08,1926.75
2013-03-11,1895.25
2013-03-12,1938.75
2013-03-13,1945.25
2013-03-14,1937.75
2013-03-15,1943.5
2013-03-18,1895.25
2013-03-19,1902.25
2013-03-20,1905.25
2013-03-21,1901.5
2013-03-22,1905.5
2013-03-25,1898.25
2013-03-26,1890.25
2013-03-27,1867.25
2013-03-28,1881.25
2013-03-29,1861.5
2013-04-01,1861.5
2013-04-02,1861.5
2013-04-03,1845.25
2013-04-04,1833.25
2013-04-05,1844.75
2013-04-08,1865.25
2013-04-09,1858.25
2013-04-10,1877.75
2013-04-11,1855.25
2013-04-12,1840.75
2013-04-15,1803.75
2013-04-16,1860.5
2013-04-17,1855.25
2013-04-18,1873.5
2013-04-19,1871.25
2013-04-22,1840.75
2013-04-23,1858.25
2013-04-24,1870.75
2013-04-25,1882.75
2013-04-26,1889.75
2013-04-29,1846.25
2013-04-30,1846.25
2013-05-01,1788.25
2013-05-02,1802.5
2013-05-03,1827.5
2013-05-06,1841.0
2013-05-07,1841.0
2013-05-08,1886.25
2013-05-09,1864.25
2013-05-10,1847.5
2013-05-13,1827.25
2013-05-14,1825.25
2013-05-15,1800.25
2013-05-16,1802.25
2013-05-17,1840.25
2013-05-20,1810.75
2013-05-21,1834.75
2013-05-22,1837.25
2013-05-23,1825.75
2013-05-24,1814.25
2013-05-27,1807.75
2013-05-28,1807.75
2013-05-29,1820.75
2013-05-30,1856.5
2013-05-31,1875.25
2013-06-03,1888.25
2013-06-04,1902.25
2013-06-05,1938.75
2013-06-06,1927.25
2013-06-07,1933.25
2013-06-10,1883.5
2013-06-11,1848.25
2013-06-12,1842.5
2013-06-13,1812.75
2013-06-14,1815.25
2013-06-17,1789.25
2013-06-18,1794.75
2013-06-19,1792.25
2013-06-20,1748.25
2013-06-21,1747.75
2013-06-24,1728.75
2013-06-25,1744.25
2013-06-26,1732.75
2013-06-27,1719.25
2013-06-28,1730.75
2013-07-01,1753.75
2013-07-02,1792.25
2013-07-03,1774.25
2013-07-04,1767.25
2013-07-05,1742.75
2013-07-08,1736.25
2013-07-09,1739.75
2013-07-10,1761.25
2013-07-11,1800.25
2013-07-12,1790.0
2013-07-15,1761.25
2013-07-16,1752.25
2013-07-17,1772.25
2013-07-18,1752.75
2013-07-19,1772.5
2013-07-22,1794.25
2013-07-23,1801.25
2013-07-24,1806.75
2013-07-25,1784.25
2013-07-26,1761.25
2013-07-29,1759.75
2013-07-30,1741.25
2013-07-31,1731.75
2013-08-01,1776.25
2013-08-02,1769.5
2013-08-05,1755.25
2013-08-06,1752.75
2013-08-07,1730.75
2013-08-08,1781.5
2013-08-09,1821.25
2013-08-12,1832.25
2013-08-13,1839.25
2013-08-14,1834.75
2013-08-15,1842.25
2013-08-16,1876.25
2013-08-19,1872.25
2013-08-20,1848.5
2013-08-21,1852.25
2013-08-22,1857.25
2013-08-23,1834.5
2013-08-26,1827.75
2013-08-27,1827.75
2013-08-28,1826.25
2013-08-29,1797.5
2013-08-30,1775.25
2013-09-02,1763.75
2013-09-03,1772.75
2013-09-04,1744.25
2013-09-05,1744.25
2013-09-06,1780.25
2013-09-09,1766.75
2013-09-10,1759.25
2013-09-11,1756.25
2013-09-12,1746.0
2013-09-13,1746.0
2013-09-16,1734.25
2013-09-17,1729.75
2013-09-18,1741.75
2013-09-19,1783.25
2013-09-20,1771.25
2013-09-23,1754.25
2013-09-24,1753.25
2013-09-25,1751.5
2013-09-26,1751.5
2013-09-27,1789.25
2013-09-30,1802.75
2013-10-01,1785.5
2013-10-02,1773.25
2013-10-03,1785.25
2013-10-04,1789.25
2013-10-07,1790.75
2013-10-08,1790.75
2013-10-09,1838.75
2013-10-10,1818.25
2013-10-11,1829.75
2013-10-14,1821.75
2013-10-15,1804.75
2013-10-16,1786.75
2013-10-17,1795.75
2013-10-18,1808.25
2013-10-21,1807.25
2013-10-22,1829.25
2013-10-23,1821.5
2013-10-24,1801.5
2013-10-25,1806.75
2013-10-28,1838.75
2013-10-29,1848.75
2013-10-30,1843.25
2013-10-31,1832.75
2013-11-01,1817.25
2013-11-04,1787.75
2013-11-05,1767.25
2013-11-06,1784.25
2013-11-07,1775.75
2013-11-08,1764.75
2013-11-11,1760.25
2013-11-12,1754.75
2013-11-13,1745.75
2013-11-14,1740.25
2013-11-15,1737.75
2013-11-18,1737.25
2013-11-19,1737.75
2013-11-20,1739.75
2013-11-21,1730.25
2013-11-22,1746.5
2013-11-25,1746.5
2013-11-26,1734.5
2013-11-27,1720.75
2013-11-28,1700.75
2013-11-29,1710.5
2013-12-02,1699.25
2013-12-03,1694.75
2013-12-04,1701.5
2013-12-05,1727.75
2013-12-06,1727.75
2013-12-09,1748.75
2013-12-10,1762.25
2013-12-11,1768.75
2013-12-12,1768.75
2013-12-13,1750.25
2013-12-16,1745.25
2013-12-17,1745.25
2013-12-18,1749.25
2013-12-19,1735.25
2013-12-20,1738.5
2013-12-23,1717.75
2013-12-24,1709.5
2013-12-25,1753.25
2013-12-26,1753.25
2013-12-27,1753.25
2013-12-30,1770.75
2013-12-31,1764.25
2014-01-01,1755.25
2014-01-02,1755.25
2014-01-03,1755.25
2014-01-06,1717.25
2014-01-07,1732.75
2014-01-08,1736.25
2014-01-09,1712.75
2014-01-10,1715.75
2014-01-13,1715.75
2014-01-14,1724.75
2014-01-15,1714.75
2014-01-16,1751.75
2014-01-17,1765.75
2014-01-20,1767.25
2014-01-21,1742.25
2014-01-22,1746.5
2014-01-23,1731.5
2014-01-24,1726.25
2014-01-27,1710.75
2014-01-28,1712.75
2014-01-29,1709.25
2014-01-30,1685.75
2014-01-31,1663.25
2014-02-03,1658.25
2014-02-04,1641.25
2014-02-05,1662.75
2014-02-06,1654.25
2014-02-07,1677.75
2014-02-10,1671.75
2014-02-11,1670.75
2014-02-12,1685.5
2014-02-13,1686.75
2014-02-14,1710.25
2014-02-17,1700.25
2014-02-18,1693.25
2014-02-19,1726.25
2014-02-20,1717.25
2014-02-21,1717.25
2014-02-24,1699.25
2014-02-25,1708.25
2014-02-26,1734.75
2014-02-27,1715.75
2014-02-28,1723.75
2014-03-03,1674.25
2014-03-04,1686.75
2014-03-05,1741.25
2014-03-06,1731.75
2014-03-07,1729.25
2014-03-10,1714.75
2014-03-11,1745.75
2014-03-12,1716.25
2014-03-13,1702.75
2014-03-14,1697.75
2014-03-17,1683.75
2014-03-18,1690.25
2014-03-19,1671.75
2014-03-20,1673.5
2014-03-21,1676.75
2014-03-24,1688.25
2014-03-25,1911.9672592592592
2014-03-26,1705.25
2014-03-27,1682.25
2014-03-28,1709.25
2014-03-31,1730.25
2014-04-01,1743.75
2014-04-02,1776.25
2014-04-03,1782.25
2014-04-04,1809.5
2014-04-07,1793.25
2014-04-08,1784.75
2014-04-09,1791.25
2014-04-10,1853.25
2014-04-11,1840.25
2014-04-14,1833.25
2014-04-15,1816.25
2014-04-16,1832.75
2014-04-17,1836.75
2014-04-18,1846.5
2014-04-21,1846.5
2014-04-22,1846.5
2014-04-23,1835.25
2014-04-24,1840.25
2014-04-25,1823.25
2014-04-28,1800.25
2014-04-29,1779.25
2014-04-30,1769.25
2014-05-01,1736.25
2014-05-02,1736.25
2014-05-05,1749.25
2014-05-06,1749.25
2014-05-07,1728.25
2014-05-08,1717.25
2014-05-09,1717.75
2014-05-12,1739.25
2014-05-13,1738.75
2014-05-14,1757.25
2014-05-15,1752.75
2014-05-16,1731.25
2014-05-19,1724.25
2014-05-20,1721.75
2014-05-21,1714.25
2014-05-22,1745.25
2014-05-23,1781.25
2014-05-26,1777.25
2014-05-27,1777.25
2014-05-28,1801.25
2014-05-29,1784.25
2014-05-30,1823.25
2014-06-02,1816.25
2014-06-03,1802.25
2014-06-04,1796.25
2014-06-05,1826.75
2014-06-06,1816.75
2014-06-09,1870.25
2014-06-10,1864.75
2014-06-11,1835.25
2014-06-12,1821.75
2014-06-13,1800.75
2014-06-16,1800.75
2014-06-17,1808.25
2014-06-18,1828.25
2014-06-19,1843.75
